name,content,category,labels
景德镇中国陶瓷博物馆,订了之后非常省心，五一期间博物馆非常难预约，虽然旅行社一样没给我们预约上9点的，但是电话沟通后给我们免费购买了小剧场票，10:30可以进入博物馆，这样可以睡个懒觉再去，行程反而更轻松了。还提前一天通知我们人多，可能要排队30分钟才能入馆，这样方便了我们时间安排，非常贴心。 一大早负责讲解的浮云老师就已经在馆内等着我们啦。浮云老师路线安排非常合理，时间把控非常精准，内容清晰生动，还利用随身携带教具及手机中的照片辅助我们理解讲解内容并做相应知识拓展，非常有心。 因为我是文博爱好者，本身也做博物馆志愿讲解服务，所以看的比较细，问题也比较多，浮云老师都能及时解答，非常耐心。我们一路交流非常愉快，感谢浮云老师让我又是收获满的一天。,门票/讲解,1|7
景德镇中国陶瓷博物馆,冯老师的讲解很专业~ 博物馆的藏品包括新石器时代陶器和汉唐以来各个不同历史时期的陶瓷，涵括了景德镇千年制瓷历史长河中的代表品种，从装饰上分有影青、卵白、青花、五彩、粉彩、色釉瓷等。,讲解/历史文化,7|8
景德镇中国陶瓷博物馆,喻讲解员热心的一早帮我们抢票。讲解又声情并茂，引经据典，辅助iPad图文讲解，相当棒的讲解体验。节假日人超多，但是在喻讲解员的带领下，我们没有感受到人潮人海，反而沉浸其中。,门票/讲解,1|7
景德镇中国陶瓷博物馆,"超棒de体验

讲解有趣 值得下单
期待下次再来景德镇",讲解,7
景德镇中国陶瓷博物馆,建议约个讲解，时长一个钟还是非常值得的。周末去的人也比较多，好多来看无语佛的。人多的地方建议空调冷一点，有点闷。 最后，一定要提前预约！,讲解,7
景德镇中国陶瓷博物馆,宋老师历史学家教授，感谢这次旅途的陪伴和精彩讲解，孩子本身很喜欢瓷器，经宋老师的讲解，更加热爱了。 宋老师每个知识点都会穿插很多有意思有意义的故事背景，每一个都吸引孩子聆听，两个多小时不知不觉很快过去了，孩子和我们都觉得没听够，下次再来还要听宋老师讲解，感谢！,讲解,7
景德镇中国陶瓷博物馆,叶老师专业讲解了2个多小时，从景德镇的由来，到元明清瓷器的不同特点，瓷器的烧制过程，都讲解得非常清楚。这些知识还真的需要听老师讲一讲，听完觉得不虚此行。,讲解,7
景德镇中国陶瓷博物馆,小月老师讲解很风趣  非常好,讲解,7
景德镇中国陶瓷博物馆,里面的每一件瓷器都有自己的故事，听解说员介绍仿佛回到了那个时代。,讲解,7
景德镇中国陶瓷博物馆,喻老师的讲解深入浅出，引经据典，还会结合小学生的经典诗文，让孩子增长了见识的同时也富有趣味和互动！,讲解,7
景德镇中国陶瓷博物馆,中国瓷都博物馆非常不错，解说的李老师讲解的非常生动形象并有趣，真棒！孩子们也听的津有味！,讲解,7
景德镇中国陶瓷博物馆,特别推荐一下我们的喻老师，有幸碰到他作为我们的讲解员，博物馆这种地方自己逛和请个专业老师带着逛完全不一样，让你的票价值翻倍。喻老师知识面超级广，讲解超级生动，强烈推荐大家来景德镇找他讲故事,讲解/门票,7|1
景德镇中国陶瓷博物馆,带孩子去的，制瓷工艺流程72道工序印象深刻，感受中华文化的博大精深,历史文化,8
景德镇中国陶瓷博物馆,李老师讲的特别好，学到了很多，不仅让我们对景德镇的历史有了解，还拓展了与瓷器相关的知识，非常好的体验！,历史文化,8
景德镇中国陶瓷博物馆,时老师接待，讲解很专业，也很用心，看得出很努力的想跟小孩子互动，可惜自家小孩不是很配合。😅,讲解,7
景德镇中国陶瓷博物馆,遇见乾隆场观是购票项目，但现场设备维修，不对外开放，购票未能参观，居然还不能退款，差评。,门票,1
景德镇中国陶瓷博物馆,不愧是瓷都的博物馆，馆藏丰富，内容详实，当地瓷文化的整体人文风貌和历史过往都说的很全面,历史文化,8
景德镇中国陶瓷博物馆,这是一次非常棒的体验，讲解员的专业、认真的态度，让我们对景德镇的瓷文化有了深刻的了解！,讲解/历史文化,7|8
景德镇中国陶瓷博物馆,通过美女的讲解，对景德镇的地方历史、陶瓷的发展历史和制作工艺有了比较全面的了解！,讲解/历史文化,7|8
景德镇中国陶瓷博物馆,讲解的不错，去博物馆这种地方一定要有讲解，不然去了就好像白游览一趟似的,讲解,7
景德镇中国陶瓷博物馆,很不错的体验 冯唐云向导很负责也很温柔，专业性强 全程讲解详尽，点赞哟,讲解,7
景德镇中国陶瓷博物馆,拍照的人多，团队也多，观看比较麻烦，因为团队和拍照都站死了，看只有远的看，不然要等好久才能走近去看。停车场比较远，东门不开，就是比较不方便的。,拍照/停车,10|11
景德镇中国陶瓷博物馆,超级棒的讲解，还多讲了半小时，还有实物演示，体验感很好，强烈推荐,讲解,7
景德镇中国陶瓷博物馆,冯老师讲解的很细致，学到了更多知识，很值得，带孩子一定要请讲解,讲解,7
景德镇中国陶瓷博物馆,吴燕导游细心讲解，按年代讲解瓷器的发展，内容不错，值得推荐。,讲解,7
景德镇中国陶瓷博物馆,"景德镇中国陶瓷博物馆，位于江西省景德镇市昌江区紫晶北路1号，隶属于景德镇市文广新旅局，是全额拨款事业单位。博物馆以“传播陶瓷知识，弘扬陶瓷文化”为宗旨，打造具有国际视野、国家站位、江西特色的陶瓷文化展示传播平台。

该馆是中国内首家陶瓷专题博物馆，也是国家一级博物馆、全国爱国主义教育示范基地等。1953年，中国陶瓷博物馆由郭沫若提议并由国家文化部事业发展局创建，1954年正式对外开放，2015年10月18日，改造完成的景德镇中国陶瓷博物馆正式对外开放。该馆总占地面积近5.9万平方米，总建筑面积3.2万平方米，设有1个常设展厅、6个临时展厅及学术交流区、公共活动区、休闲商务区、办公区、多功能区、库房区等。截至2023年10月，博物馆文物藏品数量总数5万余件，其中，一级品18件/套，二级品236件/套，三级品1387件/套。

2023年，景德镇中国陶瓷博物馆6楼常设展厅的一件罗汉陶瓷雕塑作品衍生出的表情包“无语菩萨”在网络上走红。",历史文化,8
景德镇中国陶瓷博物馆,人多，挤到不行了。但却是结合许多历史文物的地方。在管理方面还需多加强。指示标志不是很清晰。厕所卫生方面还需有待提高。希望下次还有机会再去。,历史文化,8
景德镇中国陶瓷博物馆,讲解详细，富有感情，历史时间线清晰，瓷器发展史展现明确,讲解/历史文化,7|8
景德镇中国陶瓷博物馆,天热了，停车场远了到门口绕过来，带孩子有点不方便,停车,11
景德镇中国陶瓷博物馆,预约不到陶瓷馆票，加上这个，可以进馆了，满意,门票,1
景德镇中国陶瓷博物馆,这是很值得去的一个地方，但遗憾的是讲解员太少，不能满足游客的需求。陶瓷的发展需要专业的人员讲解才显得更加有趣，更加有教育意义,讲解,7
景德镇中国陶瓷博物馆,值得一看，学习丹许多知识，最好请个导游来讲解,讲解,7
景德镇中国陶瓷博物馆,人太多，展馆设计不是很合理。 最重要，没人擦玻璃。 全是手印子。 拍个照，还要自己擦干净外围的玻璃。,拍照,10
景德镇中国陶瓷博物馆,讲的很好，体验非常好～会比自己看，好很多,讲解,7
景德镇中国陶瓷博物馆,宋老师很认真，讲的很棒！也很有文化深度！,讲解/历史文化,7|8
景德镇中国陶瓷博物馆,博物馆占地大，但是指引，特别是入园指引真的要完善。买了携程的票，不能直接入场，要去服务中心的1号窗口转码。导致直接排队，再出去排队，然后窗口排错队，天气又热，人整个心情都不好。其实只要标注清晰，在进去前给点指引都好。搞得游客和工作人员都很烦躁。,门票,1
景德镇中国陶瓷博物馆,冯老师很不错，耐心详细的讲解，下次还会来,讲解,7
景德镇中国陶瓷博物馆,非常棒，本来没预约上，这里面可以买上票,门票,1
景德镇中国陶瓷博物馆,没有去看光影展，主要官网上约不到门票,门票,1
景德镇中国陶瓷博物馆,讲解很仔细，小朋友很喜欢,讲解,7
景德镇中国陶瓷博物馆,讲解员非常专业，友善。,讲解,7
景德镇中国陶瓷博物馆,很好看，携程订票很方便,门票,1
景德镇中国陶瓷博物馆,预约不到票最好的选择。,门票,1
景德镇中国陶瓷博物馆,讲解老师很用心。,讲解,7
景德镇中国陶瓷博物馆,还可以，拍照好看,拍照,10
景德镇中国陶瓷博物馆,免费的票基本上预约不到，只有花钱买乾隆光影展进入博物馆，其实就是放幻灯片。陶瓷还是好看。,门票,1
景德镇中国陶瓷博物馆,由于没有预约到当日的门票🎫，所以买了票进去的，总体来说还是不错滴，暑假就是人太多啦！,门票,1
景德镇中国陶瓷博物馆,没有预约到门票。所以我就买了一张。两人99。要不然进不去。遇见乾隆肯定是没啥可看的。,门票,1
景德镇中国陶瓷博物馆,展品不错，但感觉布展水品需要提高，虽然不用购票，但约票不易，实际是购票进入，购票的特展太忽悠了，入场约票兑换票有些混乱。,门票,1
景德镇中国陶瓷博物馆,携程啊！你派导游的时候可不可以根据我们有课的年龄来派啊！你派给我的导游我表示尊重但是真的喜欢不起来，我感觉是我妈在和我逛博物馆，我又不喜欢又不能拒绝，总之我选择善良，但是真的喜欢不起来。请记一下我作为用户的喜好，派年轻一点，组织能力强一点，能搞定耳麦，知识讲解扎实的导游！感谢🙏,讲解,7
景德镇中国陶瓷博物馆,作为旅游达人，每到一地都会请导游讲解，冬天是景德镇的旅游淡季，我们很幸运，两人承包了小单导游的一对二讲解，他的语言表达能力强，逻辑思维清晰，能和游客互动，重点是声音非常清脆，让游客感觉是在听一位有台词功底的主持人在讲解，小单是一位专业的导游，希望大家也能像我这么幸运可以遇到他，因为我知道拼团请导游也是随机的,讲解,7
景德镇中国陶瓷博物馆,值得一去，就是停车场太远,停车,11
景德镇中国陶瓷博物馆,老师讲解很细，很认真，提的问题也能够解答到，很专业，非常感谢。,讲解,7
景德镇中国陶瓷博物馆,老师知识面很广，回答了我们很多提问，还衍生讲了其他知识点，受益匪浅，还延长的我们的解说时间。解说中代入感很强，普通话标准还可带英文解说。,讲解,7
景德镇中国陶瓷博物馆,讲解很认真，足3小时，就是设备中间出了个小问题,讲解,7
景德镇中国陶瓷博物馆,讲解生动，内容丰富，大朋友小朋友都很满意！,讲解,7
景德镇中国陶瓷博物馆,把简单的网络购票复杂化，网络购票还要去换票那干嘛还要网上买！,门票,1
景德镇中国陶瓷博物馆,非常感谢讲解单先生，专业热情周到。陶瓷博物馆展品太多，没有半天时间根本看不过来，讲解的二个小时一点没有浪费时间。携程后台也是非常负责的协调。,讲解,7
景德镇中国陶瓷博物馆,房间干净，老板热情,住宿,4
景德镇中国陶瓷博物馆,很不错，讲解很详细,讲解,7
景德镇中国陶瓷博物馆,太虚高，价格各个平台不一致,门票,1
景德镇中国陶瓷博物馆,今天来打卡了景德镇中国陶瓷博物馆，这绝对是一场陶瓷的盛宴！😍 进入博物馆，仿佛穿越到了古代，各种精美的陶瓷展品让我目不暇接🤩。从古朴的陶器到精美的瓷器，每一件都展示着中国陶瓷的独特魅力。 我最喜欢的是明代的青花瓷，那细腻的花纹和淡雅的颜色，让人感受到了古代工匠的高超技艺👍。 博物馆的讲解员也非常专业，他们用生动的语言为我们讲述了每件展品的历史背景和制作工艺，让我们对中国陶瓷文化有了更深入的了解📖。 景德镇中国陶瓷博物馆是一个非常值得一去的地方，不仅可以欣赏到精美的陶瓷艺术品，还能了解到中国陶瓷文化的发展历程🥰。,讲解/历史文化,7|8
景德镇中国陶瓷博物馆,戴着语音导览，在里面逛了三个多小时！三面青山一面水，半城窑火一城瓷。景德镇的历史就是一部中国瓷器发展史，独创青白瓷，青花釉里红独步天下，斗彩粉彩五彩缤纷，祭红郎红鲜艳似血，天青祭蓝深邃比天，粉绿茶末色独树一帜。一座博物馆，一部瓷器史。流光溢彩又刻骨铭心在瓷都。,历史文化,8
景德镇中国陶瓷博物馆,"完全免费的景点，十一去玩的。看完之后发现，景德镇不愧是千年流传声名远播中外的“瓷都”。

在这个博物馆，可以了解陶瓷在整个中国的发展史，景德镇的陶瓷的历史，还有最高公历的景德镇的制瓷工艺，包括青花、玲珑、粉彩和颜色釉。巧夺天工，美不胜收，绝对称得上是人类共同的艺术财富。难怪古代中国靠瓷器出口大赚全世界的钱，也让瓷器成了中国的名字China。

从古到今的瓷器精品在这里都能看到，唐宋到当代，瓷器做的越来越精美绝伦，侧面反映出伟大祖国越来越繁荣富强。

这个博物馆绝对是来瓷都必游景点，博物馆有5层，外面停车场也很大，开车很方便。公共交通貌似周边没什么公交站，好在离市里近，打车也便宜",历史文化/停车/交通,8|11|2
景德镇中国陶瓷博物馆,🌈景德镇中国陶瓷博物馆，位于景德镇昌江区紫晶北路，该博物馆是中国第一家以“陶瓷”为专题的博物馆。🈶️着“瓷都”之称的景德镇，就是瓷器的代表和象征👍，闻名于世界👍。 🌈景德镇中国陶瓷博物馆，这是新馆，它的前身是景德镇陶瓷馆。新馆主体建筑共7⃣️层，环境很赞。展品丰富，风格独特，件精美绝伦。详细介绍了各个时代陶瓷艺术的发展过程，陈列着：馆藏文物精品、几种不同的瓷土原料、从古至今各个时期的代表佳作等。来到🈶️着20多年冶陶瓷历史的景德镇，千万下能错过了“景德镇中国陶瓷博物馆”啊，这里就是中国陶瓷艺术与发展的一个缩影👍。,历史文化,8
景德镇中国陶瓷博物馆,20年冶陶史、10年官窑史、600年御窑史，从近代民国到新中国成立后，直至当代创作，非常的高大上，一眼千年的视觉盛宴。一楼大厅流动着五光十色的触摸屏，显示全部藏品，随意点击一款自己喜欢的陶瓷，跳出图文介绍，一目了然，穿越千年时光。,历史文化,8
景德镇中国陶瓷博物馆,景德镇陶瓷博物馆，很值得去的一个地方，展览馆很大而且停车超级方便，最重要的是完全免费，是的完全免费。只要行程码正常，预约一下就可以直接参观，真的很棒。,停车,11
景德镇中国陶瓷博物馆,我是看到这个链接首页四个老师的介绍才购买的，结果后台说是其他同样很优秀的老师讲解，还说要建个服务群，结果也没看到体验到什么上“服务”，只是方便了讲解老师加了我微信，安排的老师对每个瓷器历史知识熟知，也都讲解了，只是只讲解了瓷器由来，对于我和一个初二和一个小学六年级两个孩子来说都感觉浅显了，很多知识可以到现场扫码或百度上找到，这次680元的消费体验后就一句点评“价格太高了！” 这个链接的平台公司应该只是为了赚钱去了，没有对讲解老师的话述和讲解流程作标准化的统一和定制，整个讲解下来从我个人的情感上来说辛苦老师了。 建议后面要看陶瓷博物馆听讲解的小伙伴们谨慎购买，陶瓷博物馆要提前预约，如果线上预约满了可每天早上10点钟之前到博物馆自助预约处等待每天现场派免费票。 那个遇见乾隆的光影展就更是坑人了，只有50-100米长的展区，几个显示屏和三五个体验间，完全是变像收取没预约上免费门票观展人的钱的行为。,讲解/门票,7|1
景德镇中国陶瓷博物馆,【水士宜陶·天赐景德】中国陶瓷博物馆是景德镇之行学习参观的重中之最，陶瓷馆非常系统的诠释景德镇1800余年瓷业薪火相传，发展脉络完整的历程，让小白们从中了解中国陶瓷发展史及各个时代的陶瓷艺术特点、品味到景德镇由瓷器而形成陶瓷产业，进而独步陶瓷制造业高峰，成为“瓷都”的发展历史。,历史文化,8
景德镇中国陶瓷博物馆,景德镇中国陶瓷博物馆，位于江西省景德镇市昌江区紫晶北路1号。景德镇陶瓷馆是新中国成立后建馆最早、藏瓷丰富的唯一所陶瓷艺术专业性博物馆，国家一级博物馆，景德镇陶瓷馆收藏陈列着自新石器时代以来，景德镇各个不同历史时期生产的名品佳作20件左右，值得一去,历史文化,8
景德镇中国陶瓷博物馆,景德镇的瓷器是很有名的，路过肯定要过来看的，这家博物馆很大，需要刷身份证才能进去，门票是免费的。 每一层的瓷器是年代来摆放的，做工相当精细，也有一部分瓷器已破损，为了保留下来重新粘上但能看出 裂缝。,门票,1
景德镇中国陶瓷博物馆,博物馆每天有固定时段的免费讲解，在前台报名就行，全程一个半小时左右，配蓝牙耳机，讲的非常好。人多的话花100元请一个讲解员也合适，听旁边的讲解员还在为刚到景德镇的客人规划行程，真是热心。,讲解,7
景德镇中国陶瓷博物馆,提前预约一下，很值得来看，正好赶上10 点的免费人工讲解，每限30人，在服务台提前排队报名，比自己看介绍更有收获！,讲解,7
景德镇中国陶瓷博物馆,服务很差，无等候区，无引导，烈日下晒了40分钟，白排了三条队伍，携程购票仍然需要到预约窗口预约时间，然后3点到只能约5点的票，最后预约时间段界面有票但点击说无票，最后当天未能参观。 已经是8月初了不是暑假第一天了，一个多月不会动脑筋提升下服务的吗，很失望。,门票,1
景德镇中国陶瓷博物馆,这个 遇见乾隆 的展 就是纯圈钱 进去看一下 5块钱都不值 如果不是 定不到中国陶瓷博物馆的免费门票 没有人会想买这个套票 去的路上看见很多人都是因为进不去博物馆 不得已在现场买的这个票… 而且中国陶瓷博物馆的免费门票也太难预约了吧 提前几天都订不到 高度怀疑 有猫腻,门票,1
景德镇中国陶瓷博物馆,如果你是一个瓷器爱好者的话，那一定要来到景德镇，更要来到景德镇的中国陶瓷博物馆。 在景德镇这样的一个小城市，能够有中国陶瓷博物馆的存在，完全依赖于景德镇瓷器发展的历史，景瓷也是中国的标志！ 中国陶瓷博物馆离市区的位置还是有点远的，但是还好，有901路公交车可以到达，虽然下来要步行大约900米左右的距离。 来博物馆参观，一定要把控好时间，官方公布的是5点闭馆，但是在4:30的时候就会停止，进入4:50的时候便开始了清馆工作。 博物馆的建筑很有特色，走进去之后你会觉得是一个迷宫，但是只要从1楼开始，沿着指引不停的向上走，就能看遍博物馆的展品，最好看的集中在3楼以上。月向上的展品离我们的年代越久，特别是在最后一个展厅看到了有很多近现代工艺制作出来的新式陶瓷。 用博物馆讲解员的话来说，如果你真的喜欢陶瓷的话，在这里呆上一天的时间都不为过，所以新年如果有时间的话，带着孩子来这里一起看一看吧。,历史文化/交通/建筑/讲解,8|2|9|7
景德镇中国陶瓷博物馆,中国陶瓷博物馆是我去景德镇的必去景点，它的前身是景德镇陶瓷馆，是国内第一家以陶瓷专题博物馆。我太喜欢它的建筑风格了，狂拍。来这里参观最好租个讲解器，能让人很好的了解每件瓷器的前世今生，对于陶瓷爱好者或陶瓷工作者，绝对是圣地。推荐！,建筑/讲解,9|7
景德镇中国陶瓷博物馆,景德镇中国陶瓷的代名词有着千年的传统和历史，非常值得一去,历史文化,8
景德镇中国陶瓷博物馆,这里展示中国陶瓷发展史，值得一看。,历史文化,8
景德镇中国陶瓷博物馆,免费门票只放一部分，就靠卖这样的票圈钱，人巨多，空调完全没效果，博物馆也基本处于无管理状态，去过那么多博物馆，这是最**的博物馆，没有之一,门票,1
景德镇中国陶瓷博物馆,别被携程破的首图吓到哦，这里其实是个超级棒的新馆。我们等了15:20的定时讲解，讲解员小姐还是很棒的，可惜人山人海。 图一是镇馆之宝元代青花梅瓶，它的兄弟拍出过2.8个亿； 图二是鸭蛋青，也叫卵白釉，不去博物馆看，你可能无法真正感受到这么微妙的颜色； 图三是清代仿的汝窑色，当然，跟博物馆灯光和手机白平衡也有关系，但总觉得比我心中的汝窑色偏蓝了一点； 图四是仿木纹陶瓷，在陶溪川也可以买到哦，超像的； 图五是烧坏了的豹子，因为没上色，所以变成了白豹，还拿了奖，哈，窑变真的变化无穷。,讲解,7
景德镇中国陶瓷博物馆,前言： 想象中的景德镇很小，很复古，就像一个镇子那么大。去了后发现景德镇是一个市，也有做瓷器的古镇只是其中的一个景点。 路线： 从婺源做高铁到景德镇，很快 Day1: 瓷器街——陶溪川 Day2: 中国陶瓷博物馆——古窑 陶溪川： 强烈推荐晚上去，灯光很好看。这是一个艺术区，博物馆，陶器店，餐厅，酒店集合的一个综合型艺术园区。 这里面的主体建筑应该算是景德镇的地标。里面的博物馆值得一看，是在原有的遗址上加以艺术性的修建，可以了解陶瓷的制作流程和发展。里面拍照也很好看。 艺术区的最里面是一个大型的瓷器卖场，一个摊位的那种，价钱不贵。 强烈推荐住在陶溪川里面的国贸酒店(价格400左右)，就在陶溪川园区里面，位置超级好，酒店拍照好看，周边都是吃的(胡桃里，深夜食堂等)，行程中可以有一天住在这里，直接逛陶溪川。 中国陶瓷博物馆： 博物馆凭学生证和身份证是免费的，来到景德镇必打卡的博物馆。博物馆的一楼大厅有几个布展可以拍照，整个博物馆的藏品还是很多的。 推荐游览1.5小时左右 古窑： 这里面的亮点是可以看到整个瓷器的制作流程，从拉胚到上色，都是一些老手艺人。还可以自己动手在拉好的碗胚上画图案，按大小不同收费，最大的100块一个碗，画完烧好后会给邮寄。 来到景德镇了还是买一个瓷器作为纪念品比较好。 景德镇门口的左手边有一个卖明信片的邮局，可以免费给印章图案，态度也很好，作为一个印章图案收集者卡了好几个戳。 陶艺街： 踩雷，千万别去，就是一条卖瓷器的街很贵，还很远，想买瓷器在陶溪川或者古窑就可以了。 住宿： 我是住在了市中心，离商场很近，陶舍艺术酒店(广场南路店200左右)去哪都挺方便，景德镇不大，景点都在市里，从酒店到各个景点10多块钱左右。,建筑/住宿/拍照/餐饮服务/门票/购物,9|4|10|3|1|5
景德镇中国陶瓷博物馆,博物馆位于市区昌南大道自东向西约2公里处，占地8万余平方米。门票是免费的只需出示身份证登记一下，博物馆收藏陈列瓷器品达40万件，集中国古瓷之精华，汇天下名瓷之大成，全面展示古今中外的陶瓷文化，博物馆内所列瓷器品以景德镇瓷器为主，分朝代陈列。,门票/历史文化,1|8
景德镇中国陶瓷博物馆,携程的攻略过时了，根本没有公交车到，百度的地图也出毛病，我在瓷都大道和昌江路交叉路口处显示2公里，其实不止，害得我带着孩子走了好久。新建的博物馆很偏僻，只能打车去，不用票，只用身份证登记就行。博物馆建得很有气势，里面规划得也不错，环境很好，很值得一看。里面用不同的方式介绍景德镇的陶瓷史和中国各个时期的陶瓷，在本地出土几乎是修复的瓷器，从故宫调拨的才是精品。大部分展品都可以扫码听介绍，很不错。想了解和喜欢瓷器的去博物馆看是不错的选择,门票/历史文化,1|8
景德镇中国陶瓷博物馆,【景色】青山绿水环抱，特别舒服 【趣味】很喜欢自然与人文相结合的感觉 【性价比】很经济实惠，性价比超高,风景,0
景德镇中国陶瓷博物馆,瓷器爱好者和研究者的“圣地”！到景德镇，陶瓷博物馆，展现的是陶瓷发展的历史。特别是明清两代官窑作品，真的让人感觉古代工匠精神。太美太壮观了，让人激动。能学习到很多知识。,历史文化,8
景德镇中国陶瓷博物馆,可以帮助大家了解陶瓷，还是免费的，趣味性很好，性价比超高。陶瓷做的很像，特别是粮食。充分展示了陶瓷的艺术性和历史，有空的朋友们可以用体验票去免费体验做陶瓷。下次还来。,历史文化/娱乐,8|6
景德镇中国陶瓷博物馆,陶瓷博物馆的展品很好，但是服务太差了，真是给景德镇这么美好的城市抹黑！ 因为大家的第一印象都是从售票处和检票处开始的！ 我花了99元在携程网上买了双人票，带孩子买了乾隆瓷器展和博物馆的门票， 携程订单上的二维码说在9:00-17:00 之间到博物馆换票，到了博物馆以后，服务中心有三个窗口，一个窗口有大概10米长的队，第二个窗口写着团队和未成年人，第三个是优先窗口，是军人和残疾人士， 因为带着孩子，我排到第二个窗口， 因为只有三四个人排队，排到后被告知要到一号窗口排。 到一号窗口大概有10多分钟排到以后， 没有给任何的票，反而让我扫另外一个码，又给了另外一个二维码预约，但是只有两个小时之后才能进馆。 天气非常热，周围外面也没有任何咖啡馆或者商店，只能在烈日下等！ 本来怀着对景德镇瓷都的敬畏之心来参观，但是被搞的都不想进去看了。 但是钱已经花了，票也换了，虽然没有票，如果回去沉没成本太高，只好在烈日下苦等两个小时，好在馆里的展品很好。非常希望景德镇陶瓷博物馆的负责人能够看到我这个评价，也希望携程在合作的时候反应我们这些用户的反馈，目前各地的文旅都在改进自己的服务，让参观者有很好的体验，我的感觉是陶瓷博物馆的政策，参观的流程， 以及工作人员的服务在致力于给参观者不好的体验， 网上预约不能直接刷码或者刷身份证进，反而复杂进门程序， 进门排的队更恐怖，有400 或者500 米长的队！ 恐怖😱,门票,1
景德镇中国陶瓷博物馆,这里值得一看，进去可以祥细了解中国瓷器发展史，还可以在师傅的指导下亲手制作瓷器。,历史文化,8
景德镇中国陶瓷博物馆,很大的博物馆，要早点去，下午五点就关门了，慢逛！我去太晚了，走马观花了，免费的，很不错，陶瓷展品特别多，但是交通真的不方便，公交做4路到古什么村来着，还要走二十分钟半个小时的样子，我去的时候滴去的，回来就打车都打不到！去的朋友们要注意了,交通,2
景德镇中国陶瓷博物馆,非常值得一去的地，承载了中国陶瓷的历史，能够对中国陶瓷的发展有一个全面的了解。,历史文化,8
景德镇中国陶瓷博物馆,免费不免票，登记身份证就可以领票参观了。花费几个小时，从远古人类烧制的陶器，穿越唐宋元明清，一直看到现代的瓷器，学习了很多陶瓷相关的知识，值得推荐，大开眼界。,门票,1
景德镇中国陶瓷博物馆,这里值得一去，在这里可以看到瓷器的发展史。还可以学制作瓷器。小朋友喜欢。,历史文化,8
景德镇中国陶瓷博物馆,这里值得一去。在他这里能看到中国陶瓷发展史。不错。,历史文化,8
景德镇中国陶瓷博物馆,【景色】很喜欢这种感觉 【趣味】很开心的事情 【性价比】很棒很不错,风景,0
景德镇中国陶瓷博物馆,这里值得一看，它是中国持续发展史的缩影。,历史文化,8
景德镇中国陶瓷博物馆,八月的景德镇也是酷热的，所以和同学选择了去博物馆消耗一下。博物馆凭身份证，健康码领票，免费进入。没想到景德镇也有了这等规模的博物馆。容量很大，很有特色，从元代开始到现代各个朝代的精美陶瓷。一件宝贝看得我们一惊一乍的，无数的喜爱与感叹。不知不觉能逗留3个小时。一层有一个商业街，有几户卖瓷器的，有一家存货大甩卖，把我们乐呵的立马买了几件物美价廉的瓷器。博物馆的服务也很好，同学的健康码出了问题，美丽的工作人员一直耐心的帮她搞定。,门票/购物,1|5
景德镇中国陶瓷博物馆,免费博物馆，有七层，2-7是展馆。一共五个大展室内，很大。全部看完差不多3小时左右。可以花100听讲解。有些展品也有二维码扫描听讲解。东西太多了所以也就放弃扫码听了。从古到今呈现了陶瓷的发展和创新。值得一来。再说路线：我们从明清园出发坐1路到邮电大楼下车转23路。但23比较难等，打了滴起步价7块+一丢。,门票/讲解/交通,1|7|2
景德镇中国陶瓷博物馆,景德镇旅游第一个打卡点，详细介绍中国陶瓷的历史，值得一去。,历史文化,8
景德镇中国陶瓷博物馆,来这里可以非常好的感受陶瓷文化，非常有历史渊源哦,历史文化,8
景德镇中国陶瓷博物馆,【景色】没得说 【趣味】好得很 【性价比】特别高,风景,0
景德镇中国陶瓷博物馆,非常值得来，约的讲解员，讲的非常详细，整两个小时，收获满。,讲解,7
景德镇中国陶瓷博物馆,很差，骗人的，根本没有东西看！没预约到博物馆的，就等于花钱买门票的。没介绍没东西看，最近要是装修气味感觉自己都中毒了🤢,门票,1
景德镇中国陶瓷博物馆,中国陶瓷博物馆位于景德镇昌江区紫晶路上，是中国目前最大的以陶瓷为主题的博物馆，占地8万多平方米，里面收藏了景德镇地区40多万件瓷器、陶器。这里的交通不大便利，距离市区也不近，打车也不好大。另外说的是，景德镇的公交很差劲，班次少，收班早。陶瓷博物馆可以说是景德镇的发家史，从新旧石器时代原始的陶器、瓷器开始说起，景德镇在全国一直都是不温不火。直到宋代，才开始崭露头角。元代烧制独门的青花瓷，独霸天下，名传四海。更是成为出口到国外的香饽，在欧洲人面前都亮瞎了眼，以至于成为了中国的代言词。明清时期是景德镇的巅峰时期，又衍生出了许多个瓷器新品种，什么各种颜色的釉、粉彩、珐琅等大放光芒。景德镇名字的由来也是明代皇帝景德年间赐予的。景德镇有官窑和私窑，官窑烧制的都是大宗物件，不仅要供皇室和贵族的使用，还要出口到海外。可惜，自清末以来，战争不断，景德镇的制瓷业也走了下坡路。民国时期，在瓷盘上作画开始成为一股潮流，有了珠山八大家之说，如今个都是难得的真品。解放后建国后的瓷器，也主要以英雄人物、长征、抗日等题材居多，尤其是文革时期。看各个朝代的瓷器，必然会带给你不一样的时代精神。,交通/历史文化,2|8
